StaffID,StaffFirstName,StaffLastName,StaffEmail,StaffPhoneNumber,StaffAddress,StaffDOB
479,Mia,Smith,mia.smith@biltongbites.co.nz,027-176-5711,174 Jackson Court Grey Lynn,30/09/1986
480,Elijah,Miller,elijah.miller@biltongbites.co.nz,027-566-4168,172 Martinez Drive Henderson,18/11/1988
481,Liam,Hernandez,liam.hernandez@biltongbites.co.nz,027-979-6006,157 Garcia Drive Remuera,14/10/1996
482,Emma,Moore,emma.moore@biltongbites.co.nz,027-393-2069,138 Smith Road Karori,04/02/1996
483,James,Hernandez,james.hernandez@biltongbites.co.nz,027-238-7680,198 Hernandez Place Henderson,03/11/2005
484,Noah,Wilson,noah.wilson@biltongbites.co.nz,027-716-4392,212 Anderson Place Mount Eden,22/07/1993
485,Henry,Jones,henry.jones@biltongbites.co.nz,027-119-4537,107 Jones Crescent Karori,20/11/1998
486,Oliver,Wilson,oliver.wilson@biltongbites.co.nz,027-429-9064,86 Lopez Crescent Karori,14/12/1995
487,Elijah,Gonzalez,elijah.gonzalez@biltongbites.co.nz,027-813-7479,212 Garcia Avenue Manukau,12/11/1972
488,Noah,Brown,noah.brown@biltongbites.co.nz,027-455-7468,98 Wilson Street Henderson,16/04/1972
489,Benjamin,Rodriguez,benjamin.rodriguez@biltongbites.co.nz,027-274-3145,216 Davis Place Mount Eden,19/06/2001
490,Isabella,Thomas,isabella.thomas@biltongbites.co.nz,027-111-7272,101 Lopez Crescent Riccarton,11/03/1986
491,James,Brown,james.brown@biltongbites.co.nz,027-882-9145,162 Taylor Crescent Papatoetoe,11/05/1998
492,Oliver,Gonzalez,oliver.gonzalez@biltongbites.co.nz,027-189-1089,75 Johnson Place Papatoetoe,23/03/1986
493,Evelyn,Taylor,evelyn.taylor@biltongbites.co.nz,027-634-7179,24 Taylor Crescent Ponsonby,02/07/1965
494,Evelyn,Martinez,evelyn.martinez@biltongbites.co.nz,027-636-7861,166 Garcia Court Remuera,04/10/1962
495,Noah,Taylor,noah.taylor@biltongbites.co.nz,027-838-3859,1 Martinez Avenue Albany,27/05/2000
496,James,Taylor,james.taylor@biltongbites.co.nz,027-239-6444,82 Smith Crescent Henderson,24/06/1976
497,Emma,Garcia,emma.garcia@biltongbites.co.nz,027-419-5883,105 Hernandez Street Manukau,04/02/1964
498,Ava,Garcia,ava.garcia@biltongbites.co.nz,027-279-1649,36 Thomas Place Te Aro,01/08/2004
499,Harper,Lopez,harper.lopez@biltongbites.co.nz,027-350-9351,66 Brown Crescent Riccarton,04/07/1985
500,Sophia,Martinez,sophia.martinez@biltongbites.co.nz,027-340-1584,171 Gonzalez Road Henderson,30/12/1994
